UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C00CARNEGIE,C21BASIC,CARNEGIEIC,CARNEGIESAEC,CARNEGIERSCH,CARNEGIESIZE,CARNEGIEALF,CARNEGIEAPM,CARNEGIEGPM,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
101514,John C Calhoun State Community College,Calhoun Community College,6250 U S Highway 31 N,Tanner,AL,35671,1,5,Dr. Jimmy Hodges,President,2563062500,630505871,ZTVHKDEBJ1Y5,00101300,1,https://calhoun.edu/,https://calhoun.edu/student-services/calhoun-admissions-records,https://calhoun.edu/student-services/financial-aid,https://calhoun.edu/student-services/calhoun-admissions-records/5-simple-steps,https://calhoun.edu/student-services/financial-aid/net-price-calculator,https://calhoun.edu/student-services/financial-aid/veterans-benefits,https://calhoun.edu/overview/consumer-information,https://calhoun.edu/student-services/student-disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,4,40,5,2,2,-2,3,1,1,-2,2,3,1,Alabama Community College System,101030,26620,1,290,1083,Limestone County,105,-86.949674,34.645844,70,1
101569,Lawson State Community College,,3060 Wilson Rd SW,Birmingham,AL,35221-1717,1,5,Dr. Cynthia Anthony,President,2059252515,630641064,MNM8WLBH5DZ5,00105900,1,www.lawsonstate.edu/,www.lawsonstate.edu/how_to_apply/default.aspx,www.lawsonstate.edu/paying_for_college/types_of_aid/default.aspx,www.lawsonstate.edu/how_to_apply/default.aspx,nces.ed.gov/ipeds/netpricecalculator/#/,www.lawsonstate.edu/paying_for_college/types_of_aid/veteran_benefits.aspx,,www.lawsonstate.edu/campus_life/student_support/academic_support/default.aspx,4,2,1,3,1,2,40,1,1,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,4,40,4,2,4,-2,3,1,1,-2,2,2,1,Alabama Community College System,101030,13820,1,142,1073,Jefferson County,107,-86.888844,33.450814,68,1
101587,University of West Alabama,UWA,Station One,Livingston,AL,35470,1,5,Dr. Ken Tucker,President,2056523400,636001100,NYQJM58LU2K3,00102400,1,www.uwa.edu/,www.uwa.edu/Admissions/,https://www.uwa.edu/admissions/undergraduate/financialaid,https://www.uwa.edu/apply,secure.uwa.edu/calculator/,,https://catalog.uwa.edu/content.php?catoid=35&navoid=1581&hl=Student+Right+to+Know&returnto=search,https://www.uwa.edu/americandisabilityact,1,1,1,9,1,1,12,1,2,2,2,2,43,1,A,-2,-2,-2,1,1,1,1,1,2,21,18,19,6,-2,3,4,2,2,2,3,2,-2,-2,-2,-2,-2,1119,Sumter County,107,-88.186329,32.588132,106,1
101602,Lurleen B Wallace Community College,"Lurleen B. Wallace Community College, LBW Community College, LBWCC",1000 Dannelly Blvd.,Andalusia,AL,36420-1224,1,5,Brock Kelley,President,3342226591,630576487,NHKJF3AVCA36,00898800,1,https://www.lbwcc.edu/,https://www.lbwcc.edu/future-students/admissions,https://www.lbwcc.edu/future-students/financial-aid,https://lbwallace.force.com/apply/TX_SiteLogin?startURL=%2Fapply%2FTargetX_Portal__PB,https://www.lbwcc.edu/future-students/financial-aid/net-price-calculator,www.lbwcc.edu/future-students/financial-aid/veteran-affairs,www.lbwcc.edu/footer-links/consumer-information,www.lbwcc.edu/current-students/disability-accommodations,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,40,5,3,4,-2,2,1,1,-2,2,2,1,Alabama Community College System,101030,-2,-2,-2,1039,Covington County,101,-86.452262,31.322947,72,1
101648,Marion Military Institute,,1101 Washington St,Marion,AL,36756-3207,1,5,Col David J. Mollahan,President,8006641842,630288853,N9B8NCG34C13,00102600,1,www.marionmilitary.edu/,www.marionmilitary.edu/admissions/,marionmilitary.edu/admissions/financial-aid/,marionmilitary.my.site.com/apply/TX_SiteLogin?startURL=%2Fapply%2FTargetX_Portal__PB,marionmilitary.edu/core/uploads/2024/12/index.html,https://marionmilitary.edu/veterans-benefits/,marionmilitary.edu/about-mmi/consumer-info/,marionmilitary.edu/request-for-accomodations/,4,2,1,3,1,2,40,1,2,-2,2,2,43,1,A,-2,-2,-2,1,1,1,1,1,4,40,1,3,6,-2,1,1,1,-2,2,1,1,Alabama Community College System,101030,-2,-2,-2,1105,Perry County,107,-87.322041,32.623734,60,1
101675,Miles College,,5500 Myron Massey Blvd,Fairfield,AL,35064-2621,1,5,Bobbie Knight,President,20592910001645,630400608,MNKCCLJFC3L7,00102800,1,https://www.miles.edu/,https://www.miles.edu/we-are-miles/admissions-and-enrollment,https://www.miles.edu/office-financial-aid,https://www.miles.edu/admissions-aid/how-apply,https://miles.clearcostcalculator.com/student/default/netpricecalculator/survey,https://www.miles.edu/administrative-capability#chapter=chapter-8511-Veterans-Educational-Benefits,https://milesgoldenbears.com/documents/2023/10/5/Graduation_Report_2023.pdf,https://www.miles.edu/office-disability-services,2,1,2,5,1,2,30,1,1,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,32,22,15,4,-2,2,3,2,-2,2,2,2,-2,-2,13820,1,142,1073,Jefferson County,107,-86.908751,33.482442,139,1
101693,University of Mobile,University of Mobile,5735 College Parkway,Mobile,AL,36613-2842,1,5,Dr. Charles Smith,President,2516755990,630417508,,00102900,1,https://www.umobile.edu/,https://umobile.edu/undergraduate-admissions/,https://umobile.edu/financial-aid/,https://umobile.edu/apply/,https://umobile.edu/financial-aid/cost-calculator/,https://umobile.edu/veterans-affairs/,,umobile.edu/studentsuccesscenter/disability-support-services/,2,1,2,9,1,1,12,1,2,2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,2,21,20,20,3,-2,2,4,2,2,2,2,2,-2,-2,33660,1,380,1097,Mobile County,101,-88.128934,30.793247,124,1
101709,University of Montevallo,,Station 6001,Montevallo,AL,35115-6000,1,5,John W. Stewart III,President,2056656155,636000720,EK1MGM1G5M25,00100400,1,www.montevallo.edu/,www.montevallo.edu/admissions/,https://www.montevallo.edu/admissions-aid/,https://www.montevallo.edu/admissions/,https://www.montevallo.edu/NetPriceCalculator/,www.montevallo.edu/about-um/administration/enrollment-and-student-affairs/veterans-affairs/,https://montevallofalcons.com/sports/2016/9/20/compliance.aspx,https://www.montevallo.edu/campus-life/student-services/disability-support-services/,1,1,1,9,1,1,12,1,2,2,2,2,31,1,A,-2,-2,-2,1,1,1,1,1,2,21,19,5,4,-2,2,3,1,2,2,2,2,-2,-2,13820,1,142,1117,Shelby County,106,-86.865099,33.106250,115,2
101736,Northwest Shoals Community College,,800 George Wallace Blvd,Muscle Shoals,AL,35661,1,5,Jeff Goodwin,President,2563315200,630513822,,00569700,1,https://www.nwscc.edu/,https://www.nwscc.edu/about-nw-scc/college-departments/student-services/admissions,https://www.nwscc.edu/about-nw-scc/college-departments/student-services/financial-aid,www.nwscc.edu/about-nw-scc/college-departments/student-services/admissions/apply-online,nwscc.edu/admissions/tuition-fees/,,,www.nwscc.edu/about-nw-scc/policies/disability/,4,2,1,3,1,2,40,1,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,4,40,8,2,4,-2,3,1,1,-2,2,2,1,Alabama Community College System,101030,22520,1,250,1033,Colbert County,104,-87.678089,34.739788,80,2
101879,University of North Alabama,UNA,One Harrison Plaza,Florence,AL,35632-0001,1,5,Kenneth D. Kitts,President,2567654100,636000893,MEMJEJHP6KZ6,00101600,1,https://www.una.edu/,https://www.una.edu/admissions,https://www.una.edu/financial-aid/index.html,https://www.applyweb.com/aw?una,https://www.una.edu/financial-aid/calculator/,https://www.una.edu/veterans/gi-bill-information.html,https://www.una.edu/research/Institutional Data/student-athlete-graduation-rates-2023.pdf,https://www.una.edu/disability-support/,1,1,1,9,1,1,12,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,21,18,19,6,-2,3,4,2,2,2,4,2,-2,-2,22520,1,250,1077,Lauderdale County,104,-87.680407,34.807310,104,1
101897,Northeast Alabama Community College,"Northeast, NACC, Northeast Alabama State Junior College, Northeast Alabama State Community College",138  Highway 35,Rainsville,AL,35986,1,5,J. David Campbell,President,25663844182201,630504999,XD6KBBVVKRT6,00103100,1,https://www.nacc.edu/,https://www.nacc.edu/admission-financial-aid/admissions,https://www.nacc.edu/admission-financial-aid/financial-aid,https://northeastalabama.force.com/apply/TX_SiteLogin?startURL=%2Fapply%2FTargetX_Portal__PB,https://www.nacc.edu/Content/Uploads/NACC/files/Financial Aid/net-price-calc/npcalc.html,https://www.nacc.edu/admission-financial-aid/financial-aid/veterans-benefits,https://www.nacc.edu/admission-financial-aid/financial-aid/consumer-information,https://www.nacc.edu/admission-financial-aid/admissions/disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,42,1,A,-2,-2,-2,1,1,1,1,1,4,40,5,3,6,-2,2,1,1,-2,2,2,1,Alabama Community College System,101030,42460,2,174,1071,Jackson County,105,-85.911664,34.545471,71,2
101912,Oakwood University,OU,7000 Adventist Blvd NW,Huntsville,AL,35896,1,5,Leslie Pollard,President,2567267000,630366652,Z12GHW4MWNG8,00103300,1,https://www2.oakwood.edu/,https://my.oakwood.edu/ICS/Admissions/,www2.oakwood.edu/financial-aid/,https://my.oakwood.edu/ICS/Admissions/,https://oakwood.studentaidcalculator.com/,https://online.fliphtml5.com/hdgch/wwsn/#p=1,https://oakwood.edu/our-story/institutional-effectiveness/,www2.oakwood.edu/life-at-oakwood/disability-support-services/,2,1,2,7,1,1,20,1,1,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,32,21,5,4,-2,2,3,1,12,2,2,2,-2,-2,26620,1,290,1089,Madison County,105,-86.652705,34.756344,131,2
101994,Reid State Technical College,,100 and Hwy 83,Evergreen,AL,36401,1,5,Dr. Coretta Boykin,President,2515781313,630510731,XFJMF8V263K7,00569200,1,www.rstc.edu/,https://www.rstc.edu/admissions,https://www.rstc.edu/financialaid,reidstate.force.com/apply/TX_SiteLogin?startURL=%2Fapply%2FTargetX_Portal__PB,images.pcmac.org/Uploads/ReidStateTech/ReidStateTech/Divisions/DocumentsCategories/Documents/index_{SIS703AD5AB07EA}.html,,,www.rstc.edu/adacompliance,4,2,1,3,1,2,40,1,2,-2,2,2,43,1,A,-2,-2,-2,1,1,1,1,1,4,40,7,21,4,-2,2,1,3,-2,2,1,1,Alabama Community College System,101030,-2,-2,-2,1035,Conecuh County,102,-86.964797,31.460265,77,2
102030,Bishop State Community College,,351 North Broad Street,Mobile,AL,36603-5898,1,5,Olivier Charles,President,2514057000,630507477,WTDUAMTURGC5,00103000,1,www.bishop.edu/,https://www.bishop.edu/admissions/,https://www.bishop.edu/financial-affairs/office-of-financial-aid/,https://www.bishop.edu/new-students/apply-now,https://www.bishop.edu/assets/uploads/pages/NetPriceCalculator2023.html,https://www.bishop.edu/financial-affairs/office-of-financial-aid/veterans-benefits,https://www.bishop.edu/assets/uploads/pages/2023-Student-Right-to-Know-Grad-Rate-Transfer-Rate-Report.pdf,https://www.bishop.edu/student-services/ada-accommodations,4,2,1,3,1,2,40,1,1,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,4,40,8,3,4,-2,2,1,1,-2,2,2,1,Alabama Community College System,101030,33660,1,380,1097,Mobile County,102,-88.056982,30.693972,80,2
102049,Samford University,,800 Lakeshore Drive,Birmingham,AL,35229-2240,1,5,Dr. Beck Taylor,President,2057262011,630312914,W3NJNTKTT6S3,00103600,1,www.samford.edu/,www.samford.edu/admission,www.samford.edu/departments/financial-services/,www.samford.edu/admission/apply,https://www.samford.edu/admission/net-price-calculator,www.samford.edu/departments/financial-services/veterans,www.samford.edu/athletics/,www.samford.edu/departments/disability-resources/,2,1,2,9,1,1,11,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,21,17,17,5,-2,3,5,2,10,2,3,2,-2,-2,13820,1,142,1073,Jefferson County,106,-86.791799,33.464128,98,1
102058,Selma University,,"1501 Boynton St, Dinkins Hall",Selma,AL,36701,1,5,Stanford Angion,President,3345261718104,630367461,SKNFHGB4MWW5,04067300,5,https://selmau.edu/,,,,https://selmau.edu/financialaid,https://selmau.edu/academics,,https://www.selmau.edu/academics,2,1,2,7,1,1,20,1,1,2,2,2,32,1,A,-2,-2,-2,1,1,1,2,1,2,-2,-2,31,-2,-2,1,2,12,12,2,1,2,-2,-2,42820,2,388,1047,Dallas County,107,-87.032392,32.420387,203,2
102067,Shelton State Community College,,9500 Old Greensboro Rd,Tuscaloosa,AL,35405-8522,1,5,Dr. Jonathan Koh,President,2053912211,636002149,K9YRPQSCRHG6,00569100,1,www.sheltonstate.edu/,www.sheltonstate.edu/admissions-financial-aid/,www.sheltonstate.edu/admissions-financial-aid/financial-aid/,www.sheltonstate.edu/admissions-financial-aid/becoming-a-student/,www.sheltonstate.edu/netpricecalculator/index.html,www.sheltonstate.edu/admissions-financial-aid/veterans-resource-center/,www.sheltonstate.edu/about-us/institutional-effectiveness/athlete-success-rate/,www.sheltonstate.edu/instruction-workforce-development/instruction-services-resources/disability-services/,4,2,1,3,1,2,40,1,1,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,4,40,8,11,4,-2,3,1,2,-2,2,2,1,Alabama Community College System,101030,46220,1,-2,1125,Tuscaloosa County,104,-87.561480,33.120531,79,1
102076,Snead State Community College,,102 Elder Street,Boaz,AL,35957-0734,1,5,Mr. Joe Whitmore,President,2565935120,630521412,DKDNTKSQ94U5,00103800,1,www.snead.edu/,snead.edu/admissions,snead.edu/tuition-aid/,snead.edu/admissions,snead.edu/tuition-aid/net_price_calculator/,snead.edu/admissions/military/,sneadathletics.com/landing/index,snead.edu/student-life/accessibility-services/,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,4,40,3,2,6,-2,3,1,1,-2,2,2,1,Alabama Community College System,101030,10700,2,290,1095,Marshall County,104,-86.169897,34.201495,65,1
102094,University of South Alabama,,307 N University Blvd,Mobile,AL,36688-0002,1,5,Jo Bonner,President,2514606101,630477348,QB12VPNQQFE8,00105700,1,www.southalabama.edu/,www.southalabama.edu/departments/admissions/,www.southalabama.edu/departments/finaid/,www.southalabama.edu/departments/admissions/applytousa.html,www.southalabama.edu/departments/finaid/netpricecalculator/,www.southalabama.edu/departments/registrar/registration/residency.html,usajaguars.com/documents/2024/8/8/2023-24_Federal_Graduation_Rate_Report.pdf,www.southalabama.edu/departments/sds/,1,1,1,9,1,1,11,1,2,1,1,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,16,16,17,3,2,3,5,2,8,2,4,2,-2,-2,33660,1,380,1097,Mobile County,102,-88.178711,30.696033,94,1
102234,Spring Hill College,Springhill|Springhill College|SHC|the Hill,4000 Dauphin St,Mobile,AL,36608-1780,1,5,Mary van Brunt,President,2513804000,630302179,GBWXP7UH5WG2,00104100,1,https://www.shc.edu/,https://www.shc.edu/admissions-aid/admissions/,https://www.shc.edu/admissions-aid/tuition-financial-aid/,https://www.shc.edu/admissions-aid/admissions/apply/,https://www.shc.edu/admissions-aid/tuition-financial-aid/net-price-calculator/,https://www.shc.edu/admissions/tuition-and-aid/types-aid/military-and-veterans-benefits/,data.shc.edu/home-page/institutional-research/athlete-srtk-disclosure,www.shc.edu/academics/academic-information-resources/student-accessibility-resources/,2,1,2,7,1,1,20,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,21,22,15,5,-2,2,3,2,6,2,1,2,-2,-2,33660,1,380,1097,Mobile County,102,-88.138199,30.694751,137,1
102270,Stillman College,,3601 Stillman Boulevard,Tuscaloosa,AL,35401,1,5,Yolanda W. Page,President,2053494240,630315935,,00104400,1,https://stillman.edu/,https://stillman.edu/admissions/,https://stillman.edu/admissions/financial-aid/,https://stillman.liaisoncas.com/applicant-ux/#/login,https://stillman.edu/financial-aid/financial-aid-net-price-calculator/,https://stillman.edu/admissions/veterans-resource-center/,,https://stillman.edu/ada-compliance/,2,1,2,5,1,2,30,1,1,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,32,22,15,4,-2,2,3,2,-2,2,1,2,-2,-2,46220,1,-2,1125,Tuscaloosa County,107,-87.585278,33.200006,139,2
102298,Talladega College,,627 West Battle Street,Talladega,AL,35160,1,5,Dr. Walter Kimbrough,President,2567616100,630288870,Q9D9V1H5J547,00104600,1,www.talladega.edu/,https://www.talladega.edu/apply-for-admissions/,https://www.talladega.edu/financial-aid/,www.talladega.edu/apply-for-admissions/,www.talladega.edu/netcalc/npcalc.htm,,,www.talladega.edu/studentlife/ccps.asp,2,1,2,7,1,1,20,1,1,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,31,22,5,4,-2,2,3,1,6,2,1,2,-2,-2,45180,2,142,1121,Talladega County,103,-86.112704,33.433472,138,2
102313,H Councill Trenholm State Community College,Trenholm State,1225 Air Base Blvd,Montgomery,AL,36108-3199,1,5,Dr. Kemba Chambers,President,3344204200,630510750,EXR7NDKHRW57,00573400,1,www.trenholmstate.edu/,www.trenholmstate.edu/admissions/apply-now/,www.trenholmstate.edu/financial-aid/,www.trenholmstate.edu/admissions/apply-now/,www.trenholmstate.edu/?s=net+price+calculator,https://www.trenholmstate.edu/admissions/catalog/,,www.trenholmstate.edu/current-students/students-with-disabilities/,4,2,1,3,1,2,40,1,1,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,4,40,7,21,2,-2,2,1,3,-2,2,2,1,Alabama Community College System,101030,33860,1,388,1101,Montgomery County,102,-86.343057,32.350109,77,2
102368,Troy University,TROY,University Avenue,Troy,AL,36082-0001,1,5,"Dr. Jack Hawkins, Jr.",Chancellor,3346703100,636001102,NWQTQ4Q91NW5,00104700,1,www.troy.edu/,www.troy.edu/applications-admissions/index.html,www.troy.edu/scholarships-costs-aid/financial-aid/index.html,www.troy.edu/applications-admissions/index.html,www.troy.edu/net-price-calculator/index.html,www.troy.edu/military-veterans/,www.troy.edu/about-us/offices-departments/institutional-research-planning-effectiveness/fact-site/graduation-reports.html,www.troy.edu/student-disability-services/index.html,1,1,1,9,1,1,11,1,2,2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,2,21,18,7,4,3,3,5,1,2,2,4,2,-2,-2,45980,2,-2,1109,Pike County,102,-85.958020,31.799583,103,1
102377,Tuskegee University,,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,1,5,Dr. Mark A. Brown,President and CEO,3347278011,630288878,U9JCYEXFEEU4,00105000,1,https://www.tuskegee.edu/,https://www.tuskegee.edu/admissions,https://www.tuskegee.edu/admissions-aid/financial-aid,https://www.tuskegee.edu/admissions-aid/apply-now,https://tcc.ruffalonl.com/Tuskegee University/Freshman-Students,https://www.tuskegee.edu/student-life/information-for-military-students,https://www.tuskegee.edu/Content/Uploads/Tuskegee/files/IE/Graduation Rates (2023).pdf,https://www.tuskegee.edu/office-of-ada-compliance,2,1,2,9,1,1,11,1,1,2,1,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,21,19,15,6,3,2,3,2,2,1,2,2,-2,-2,12220,1,194,1087,Macon County,102,-85.708492,32.430900,116,1
102395,United States Sports University,"United States Sports Academy, The Academy, America's Sports University",One Academy Drive,Daphne,AL,36526-7055,1,5,Dr. Steve Condon,President/CEO,2516263303,630771624,EFN3J6Y6UJ37,02170600,1,https://www.ussa.edu/,https://ussa.edu/admissions/,https://ussa.edu/admissions/costs-aid/financial-aid/,https://ussa.edu/admissions/apply/,https://ussa.edu/admissions/costs-aid/cost-estimator/,https://ussa.edu/admissions/costs-aid/military-assistance/,,https://ussa.edu/consumer-information/americans-with-disabilities-act/,2,1,2,9,1,1,12,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,3,2,59,32,25,-2,-2,1,6,2,2,2,1,2,-2,-2,19300,1,380,1003,Baldwin County,101,-87.911630,30.639329,170,2
102429,Bevill State Community College,,1411 Indiana Avenue,Jasper,AL,35501,1,5,Dr. Joel Hagood,President,2053870511,631102108,QFFCJG7MKFK5,00573300,1,www.bscc.edu/,www.bscc.edu/students,www.bscc.edu/students/financial-aid,https://www.bscc.edu/students/apply-online,www.bscc.edu/Content/Uploads/bscc.edu/files/BSCCNetPriceCalculator.html,www.bscc.edu/students/financial-aid/veterans,www.bscc.edu/about/consumer-student-information,www.bscc.edu/students/current-students/student-ada-accommodations,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,4,40,8,11,2,-2,3,1,2,-2,2,2,1,Alabama Community College System,101030,13820,1,142,1127,Walker County,104,-87.265258,33.837056,80,1
102553,University of Alaska Anchorage,UAA,3211 Providence Drive,Anchorage,AK,99508,2,8,Sean Parnell,Chancellor,9077861800,926000147,DZFJT2KH9C43,01146200,1,www.uaa.alaska.edu/,www.uaa.alaska.edu/admissions/,www.uaa.alaska.edu/financialaid/,uaonline.alaska.edu/,www.uaa.alaska.edu/financialaid/customcf/npcalc.htm,https://www.uaa.alaska.edu/students/veterans/,https://goseawolves.com/sports/2023/7/26/compliance.aspx,www.uaa.alaska.edu/students/disability-support-services/,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,21,18,14,4,3,3,3,2,2,2,4,1,University of Alaska System of Higher Education,102010,11260,1,-2,2020,Anchorage Municipality,200,-149.826190,61.190163,105,1
102580,Alaska Bible College,,248 E Elmwood Ave,Palmer,AK,99645,2,8,David Ley,President,9077453201,943255546,WL7FCLFZNUN3,00884300,1,https://www.akbible.edu/,https://www.akbible.edu/admissions/,https://www.akbible.edu/admissions/tuition-aid/financial-aid/,https://www.akbible.edu/admissions/applynow/,https://www.akbible.edu/admissions/tuition-aid/net-price-calculator/,,,https://www.akbible.edu/admissions/admissions-policies/,2,1,2,5,1,2,30,1,2,2,2,2,23,1,A,-2,-2,-2,1,1,1,1,1,2,-2,24,31,-2,-2,1,3,12,-2,2,1,2,-2,-2,11260,1,-2,2170,Matanuska-Susitna Borough,200,-149.111972,61.598553,144,2
102614,University of Alaska Fairbanks,UAF,1731 South Chandalar Drive,Fairbanks,AK,99775,2,8,Daniel M. White,Chancellor,9074747034,926000147,FDLEQSJ8FF63,00106300,1,www.uaf.edu/,www.uaf.edu/admissions/,www.uaf.edu/finaid/,uaf.edu/admissions/apply/#now,uaf.edu/finaid/costs/net-price-calculator.php,www.uaf.edu/veterans/,,www.uaf.edu/disability/,1,1,1,9,1,1,12,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,16,16,9,4,2,3,4,1,2,1,3,1,University of Alaska System of Higher Education,102010,21820,1,-2,2090,Fairbanks North Star Borough,200,-147.823146,64.857560,95,1
102632,University of Alaska Southeast,,11066 Auke Lake Way,Juneau,AK,99801-8697,2,8,Aparna Palmer,Chancellor,8774654827,926000147,YYFJATK1HMJ7,00106500,1,www.uas.alaska.edu/,www.uas.alaska.edu/apply/,www.uas.alaska.edu/financial_aid/,uas.alaska.edu/apply/steps/index.html,uas.alaska.edu/apply/cost-calculator.html,www.uas.alaska.edu/veterans/,,www.uas.alaska.edu/dss/,1,1,1,8,1,1,20,1,2,2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,3,21,19,20,4,-2,2,4,2,2,2,2,1,University of Alaska System of Higher Education,102010,27940,2,-2,2110,Juneau City and Borough,200,-134.638255,58.384846,192,1
102669,Alaska Pacific University,,4101 University Drive,Anchorage,AK,99508,2,8,Dr. Janelle Vanasse,President,9075611266,920023588,GMQQTDPMJJA7,00106100,1,www.alaskapacific.edu/,www.alaskapacific.edu/admissions/,www.alaskapacific.edu/apply/financial-aid/,https://applicant.alaskapacific.edu/undergraduate/login.asp,https://npc.collegeboard.org/student/app/alaskapacific,www.alaskapacific.edu/student-financial-services/financial-aid/scholarships-resources,,https://www.alaskapacific.edu/disability-support-services/,2,1,2,9,1,1,13,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,21,22,13,6,-2,2,2,2,6,2,1,2,-2,-2,11260,1,-2,2020,Anchorage Municipality,200,-149.804168,61.190968,140,1
102711,Alaska Vocational Technical Center,AVTEC,PO Box 889,Seward,AK,99664-0889,2,8,Cathy LeCompte,Division Operations Manager,9072243322,926001185,JAGMZ8UFLZR7 |MTBJSJRGJTA8,03160300,1,www.avtec.edu/,https://www.avtec.edu/admissions/,https://www.avtec.edu/admissions/financial-aid/,www.avtec.edu/,www.avtec.edu/ntk/net-price-calculator/,,,www.avtec.edu/,7,3,1,2,1,2,0,2,2,-2,2,2,43,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,-2,-2,-2,2122,Kenai Peninsula Borough,200,-149.444487,60.110626,207,2
102845,Charter College,,"2221 East Norhtern Lights Boulevard, Suite 120",Anchorage,AK,99508-4103,2,8,Dr. Heather Allen,Director of Regulatory Affairs,9072271000,550880289,R819CB5DE8E4|HJ86RCGMMV54|ZDTLGF3A3N43|CJDZBP9RM1C5|SZLWFCD2MT13| GP27NZCXJCT1|SGSFXAVRJFZ8|CHJRCGUNAFD7|M62ABZFL9V24|LLA5TZ5VL1Y7|XMXBMXJRNRZ5|UW39G53X5R65|LRE8YU4AANY5,02576900,1,https://chartercollege.edu/,https://chartercollege.edu/admissions/,https://chartercollege.edu/financial-aid/,https://chartercollege.edu/,https://chartercollege.edu/financial-aid/,https://chartercollege.edu/admissions/militaryintegrity/,,https://www.chartercollege.edu/student-consumer-information,3,1,3,5,1,2,30,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,3,3,40,23,29,2,-2,2,2,10,-2,2,2,1,Prospect Education,303830,11260,1,-2,2020,Anchorage Municipality,200,-149.839274,61.196330,194,2
103501,Alaska Career College,,1415 E Tudor Road,Anchorage,AK,99507-1033,2,8,Jennifer A. Deitz,President,9075637575,920106326,HWUHQC65XSC8,02541000,1,www.alaskacareercollege.edu/,www.alaskacareercollege.edu/,www.alaskacareercollege.edu/,www.alaskacareercollege.edu/,www.alaskacareercollege.edu/tuition-calculator,,,www.alaskacareercollege.edu/,6,2,3,3,1,2,40,1,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,2,4,-2,13,24,4,-2,1,1,6,-2,2,1,2,-2,-2,11260,1,-2,2020,Anchorage Municipality,200,-149.856954,61.181443,183,2
103529,University of Alaska System of Higher Education,University of Alaska System Office,"2025 Yukon Drive, Suite 202 Butrovich Building",Fairbanks,AK,99775-5000,2,8,Pat Pitney,President,9074508000,926000147,KNP1HA2B9BF8,00800500,2,www.alaska.edu/,,,,,www.alaska.edu/studentservices/military/,,www.alaska.edu/,0,1,1,9,1,1,12,1,2,-2,-2,2,13,1,A,-2,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,University of Alaska System of Higher Education,102010,21820,1,-2,2090,Fairbanks North Star Borough,200,-147.848969,64.857516,-2,-2
